Year,Round,Region Number,Region Name,SeedA,ScoreA,TeamA,TeamB,ScoreB,SeedB
2017,1,1,East,8,84,Wisconsin,Virginia Tech,74,9
2017,1,2,West,1,66,Gonzaga,South Dakota St,46,16
2017,1,2,West,2,100,Arizona,North Dakota,82,15
2017,1,2,West,3,86,Florida St,Florida Gulf Coast,80,14
2017,1,2,West,4,86,West Virginia,Bucknell,80,13
2017,1,2,West,5,60,Notre Dame,Princeton,58,12
2017,1,2,West,6,65,Maryland,Xavier,76,11
2017,1,2,West,7,85,St Marys,VCU,77,10
2017,1,2,West,8,68,Northwestern,Vanderbilt,66,9
2017,1,3,Midwest,1,100,Kansas,UC Davis,62,16
2017,1,3,Midwest,2,78,Louisville,Jacksonville St,63,15
2017,1,3,Midwest,3,93,Oregon,Iona,77,14
2017,1,3,Midwest,4,80,Purdue,Vermont,70,13
2017,1,3,Midwest,5,84,Iowa St,Nevada,73,12
2017,1,3,Midwest,6,72,Creighton,Rhode Island,84,11
2017,1,3,Midwest,7,92,Michigan,Oklahoma St,91,10
2017,1,3,Midwest,8,58,Miami,Michigan St,78,9
2017,1,4,South,1,103,North Carolina,Texas Southern,64,16
2017,1,4,South,2,79,Kentucky,Northern Kentucky,70,15
2017,1,4,South,3,97,UCLA,Kent St,80,14
2017,1,4,South,4,76,Butler,Winthrop,64,13
2017,1,4,South,5,72,Minnesota,Middle Tennessee St,81,12
2017,1,4,South,6,75,Cincinnati,Kansas St,61,11
2017,1,4,South,7,58,Dayton,Wichita St,64,10
2017,1,4,South,8,77,Arkansas,Seton Hall,71,9
2017,2,1,East,1,62,Villanova,Wisconsin,65,8
2017,2,1,East,2,81,Duke,South Carolina,88,7
2017,2,1,East,3,82,Baylor,USC,78,11
2017,2,1,East,4,65,Florida,Virginia,39,5
2017,2,2,West,1,79,Gonzaga,Northwestern,73,8
2017,2,2,West,2,69,Arizona,St Marys,60,7
2017,2,2,West,3,66,Florida St,Xavier,91,11
2017,2,2,West,4,83,West Virginia,Notre Dame,71,5
2017,2,3,Midwest,1,90,Kansas,Michigan St,70,9
2017,2,3,Midwest,2,69,Louisville,Michigan,73,7
2017,2,3,Midwest,3,75,Oregon,Rhode Island,72,11
2017,2,3,Midwest,4,80,Purdue,Iowa St,76,5
2017,2,4,South,1,72,North Carolina,Arkansas,65,8
2017,2,4,South,2,65,Kentucky,Wichita St,62,10
2017,2,4,South,3,79,UCLA,Cincinnati,67,6
2017,2,4,South,4,74,Butler,Middle Tennessee St,65,12
2017,3,1,East,8,83,Wisconsin,Florida,84,4
2017,3,1,East,7,70,South Carolina,Baylor,50,3
2017,3,2,West,1,61,Gonzaga,West Virginia,58,4
2017,3,2,West,2,71,Arizona,Xavier,73,11
2017,3,3,Midwest,1,98,Kansas,Purdue,66,4
2017,3,3,Midwest,7,68,Michigan,Oregon,69,3
2017,3,4,South,1,92,North Carolina,Butler,80,4
2017,3,4,South,2,86,Kentucky,UCLA,75,3
2017,4,1,East,4,70,Florida,South Carolina,77,7
2017,4,2,West,1,83,Gonzaga,Xavier,59,11
2017,4,3,Midwest,1,60,Kansas,Oregon,74,3
2017,4,4,South,1,75,North Carolina,Kentucky,73,2
2017,5,1,Final Four,7,73,South Carolina,Gonzaga,77,1
2017,5,2,Final Four,3,76,Oregon,North Carolina,77,1
2017,6,1,Championship,1,65,Gonzaga,North Carolina,71,1
2018,1,1,South,1,54,Virginia,UMBC,74,16
2018,1,1,South,2,68,Cincinnati,Georgia St,53,15
2018,1,1,South,3,73,Tennessee,Wright St,47,14
2018,1,1,South,4,68,Arizona,Buffalo,89,13
2018,1,1,South,5,78,Kentucky,Davidson,73,12
2018,1,1,South,6,62,Miami,Loyola Chicago,64,11
2018,1,1,South,7,87,Nevada,Texas,83,10
2018,1,1,South,8,59,Creighton,Kansas St,69,9
2018,1,2,West,1,102,Xavier,Texas Southern,83,16
2018,1,2,West,2,84,North Carolina,Lipscomb,66,15
2018,1,2,West,3,61,Michigan,Montana,47,14
2018,1,2,West,4,68,Gonzaga,UNC Greensboro,64,13
2018,1,2,West,5,81,Ohio St,South Dakota St,73,12
2018,1,2,West,6,67,Houston,San Diego St,65,11
2018,1,2,West,7,73,Texas A&M,Providence,69,10
2018,1,2,West,8,54,Missouri,Florida St,67,9
2018,1,3,East,1,87,Villanova,Radford,61,16
2018,1,3,East,2,74,Purdue,Cal St Fullerton,48,15
2018,1,3,East,3,70,Texas Tech,Stephen F Austin,60,14
2018,1,3,East,4,75,Wichita St,Marshall,81,13
2018,1,3,East,5,85,West Virginia,Murray St,68,12
2018,1,3,East,6,77,Florida,St Bonaventure,62,11
2018,1,3,East,7,62,Arkansas,Butler,79,10
2018,1,3,East,8,83,Virginia Tech,Alabama,86,9
2018,1,4,Midwest,1,76,Kansas,Pennsylvania,60,16
2018,1,4,Midwest,2,89,Duke,Iona,67,15
2018,1,4,Midwest,3,82,Michigan St,Bucknell,78,14
2018,1,4,Midwest,4,62,Auburn,College of Charleston,58,13
2018,1,4,Midwest,5,79,Clemson,New Mexico St,68,12
2018,1,4,Midwest,6,52,TCU,Syracuse,57,11
2018,1,4,Midwest,7,83,Rhode Island,Oklahoma,78,10
2018,1,4,Midwest,8,94,Seton Hall,NC State,83,9
2018,2,1,South,16,43,UMBC,Kansas St,50,9
2018,2,1,South,2,73,Cincinnati,Nevada,75,7
2018,2,1,South,3,62,Tennessee,Loyola Chicago,63,11
2018,2,1,South,13,75,Buffalo,Kentucky,95,5
2018,2,2,West,1,70,Xavier,Florida St,75,9
2018,2,2,West,2,65,North Carolina,Texas A&M,86,7
2018,2,2,West,3,64,Michigan,Houston,63,6
2018,2,2,West,4,90,Gonzaga,Ohio St,84,5
2018,2,3,East,1,81,Villanova,Alabama,58,9
2018,2,3,East,2,76,Purdue,Butler,73,10
2018,2,3,East,3,69,Texas Tech,Florida,66,6
2018,2,3,East,13,71,Marshall,West Virginia,94,5
2018,2,4,Midwest,1,83,Kansas,Seton Hall,79,8
2018,2,4,Midwest,2,87,Duke,Rhode Island,62,7
2018,2,4,Midwest,3,53,Michigan St,Syracuse,55,11
2018,2,4,Midwest,4,53,Auburn,Clemson,84,5
2018,3,1,South,9,61,Kansas St,Kentucky,58,5
2018,3,1,South,7,68,Nevada,Loyola Chicago,69,11
2018,3,2,West,9,75,Florida St,Gonzaga,60,4
2018,3,2,West,7,72,Texas A&M,Michigan,99,3
2018,3,3,East,1,90,Villanova,West Virginia,78,5
2018,3,3,East,2,65,Purdue,Texas Tech,78,3
2018,3,4,Midwest,1,80,Kansas,Clemson,76,5
2018,3,4,Midwest,2,69,Duke,Syracuse,65,11
2018,4,1,South,9,62,Kansas St,Loyola Chicago,78,11
2018,4,2,West,9,54,Florida St,Michigan,58,3
2018,4,3,East,1,71,Villanova,Texas Tech,59,3
2018,4,4,Midwest,1,85,Kansas,Duke,81,2
2018,5,1,Final Four,11,57,Loyola Chicago,Michigan,69,3
2018,5,2,Final Four,1,95,Villanova,Kansas,79,1
2018,6,1,Championship,3,62,Michigan,Villanova,79,1
