,Year,Round,Region Number,Region Name,SeedA,ScoreA,TeamA,TeamB,ScoreB,SeedB
889,2015,2,3,East,2,54,Virginia,Michigan St,60,7
890,2015,2,3,East,3,72,Oklahoma,Dayton,66,11
891,2015,2,3,East,4,66,Louisville,Northern Iowa,53,5
892,2015,2,4,South,1,68,Duke,San Diego St,49,8
893,2015,2,4,South,2,87,Gonzaga,Iowa,68,7
894,2015,2,4,South,11,92,UCLA,UAB,75,14
895,2015,2,4,South,4,64,Georgetown,Utah,75,5
896,2015,3,1,Midwest,1,78,Kentucky,West Virginia,39,5
897,2015,3,1,Midwest,3,81,Notre Dame,Wichita St,70,7
898,2015,3,2,West,1,79,Wisconsin,North Carolina,72,4
899,2015,3,2,West,2,68,Arizona,Xavier,60,6
900,2015,3,3,East,4,75,Louisville,NC State,65,8
901,2015,3,3,East,3,58,Oklahoma,Michigan St,62,7
902,2015,3,4,South,1,63,Duke,Utah,57,5
903,2015,3,4,South,2,74,Gonzaga,UCLA,62,11
904,2015,4,1,Midwest,1,68,Kentucky,Notre Dame,66,3
905,2015,4,2,West,1,85,Wisconsin,Arizona,78,2
906,2015,4,3,East,4,70,Louisville,Michigan St,76,7
907,2015,4,4,South,1,66,Duke,Gonzaga,52,2
908,2015,5,1,Final Four,1,71,Wisconsin,Kentucky,64,1
909,2015,5,2,Final Four,1,81,Duke,Michigan St,61,7
910,2015,6,1,Championship,1,68,Duke,Wisconsin,63,1
911,2016,0,0,First Four,11,50,Vanderbilt,Wichita St,70,11
912,2016,0,0,First Four,16,55,Southern,Holy Cross,59,16
913,2016,0,0,First Four,16,96,Florida Gulf Coast,Fairleigh Dickinson,65,16
914,2016,0,0,First Four,11,67,Michigan,Tulsa,62,11
915,2016,1,1,South,1,105,Kansas,Austin Peay,79,16
916,2016,1,1,South,2,86,Villanova,UNC Asheville,56,15
917,2016,1,1,South,3,79,Miami,Buffalo,72,14
918,2016,1,1,South,4,66,California,Hawaii,77,13
919,2016,1,1,South,5,79,Maryland,South Dakota St,74,12
920,2016,1,1,South,6,55,Arizona,Wichita St,65,11
921,2016,1,1,South,7,72,Iowa,Temple,70,10
922,2016,1,1,South,8,67,Colorado,Connecticut,74,9
923,2016,1,2,West,1,91,Oregon,Holy Cross,52,16
924,2016,1,2,West,2,82,Oklahoma,Cal St Bakersfield,68,15
925,2016,1,2,West,3,92,Texas A&M,Wisconsin Green Bay,65,14
926,2016,1,2,West,4,93,Duke,UNC Wilmington,85,13
927,2016,1,2,West,5,75,Baylor,Yale,79,12
928,2016,1,2,West,6,72,Texas,Northern Iowa,75,11
929,2016,1,2,West,7,67,Oregon St,VCU,75,10
930,2016,1,2,West,8,78,St Josephs,Cincinnati,76,9
931,2016,1,3,East,1,83,North Carolina,Florida Gulf Coast,67,16
932,2016,1,3,East,2,71,Xavier,Weber St,53,15
933,2016,1,3,East,3,56,West Virginia,Stephen F Austin,70,14
934,2016,1,3,East,4,85,Kentucky,Stony Brook,57,13
935,2016,1,3,East,5,99,Indiana,Chattanooga,74,12
936,2016,1,3,East,6,70,Notre Dame,Michigan,63,11
937,2016,1,3,East,7,47,Wisconsin,Pittsburgh,43,10
938,2016,1,3,East,8,69,USC,Providence,70,9
939,2016,1,4,Midwest,1,81,Virginia,Hampton,45,16
940,2016,1,4,Midwest,2,81,Michigan St,Middle Tennessee St,90,15
941,2016,1,4,Midwest,3,80,Utah,Fresno St,69,14
942,2016,1,4,Midwest,4,94,Iowa St,Iona,81,13
943,2016,1,4,Midwest,5,83,Purdue,Arkansas Little Rock,85,12
944,2016,1,4,Midwest,6,52,Seton Hall,Gonzaga,68,11
945,2016,1,4,Midwest,7,51,Dayton,Syracuse,70,10
946,2016,1,4,Midwest,8,61,Texas Tech,Butler,71,9
947,2016,2,1,South,1,73,Kansas,Connecticut,61,9
948,2016,2,1,South,2,87,Villanova,Iowa,68,7
949,2016,2,1,South,3,65,Miami,Wichita St,57,11
950,2016,2,1,South,5,73,Maryland,Hawaii,60,13
951,2016,2,2,West,1,69,Oregon,St Josephs,64,8
952,2016,2,2,West,2,85,Oklahoma,VCU,81,10
953,2016,2,2,West,3,92,Texas A&M,Northern Iowa,88,11
954,2016,2,2,West,4,71,Duke,Yale,64,12
955,2016,2,3,East,1,85,North Carolina,Providence,66,9
956,2016,2,3,East,2,63,Xavier,Wisconsin,66,7
957,2016,2,3,East,6,76,Notre Dame,Stephen F Austin,75,14
958,2016,2,3,East,4,67,Kentucky,Indiana,73,5
959,2016,2,4,Midwest,1,77,Virginia,Butler,69,9
960,2016,2,4,Midwest,10,75,Syracuse,Middle Tennessee St,50,15
961,2016,2,4,Midwest,3,59,Utah,Gonzaga,82,11
962,2016,2,4,Midwest,4,78,Iowa St,Arkansas Little Rock,61,12
963,2016,3,1,South,1,79,Kansas,Maryland,63,5
964,2016,3,1,South,2,92,Villanova,Miami,69,3
965,2016,3,2,West,1,82,Oregon,Duke,68,4
966,2016,3,2,West,2,77,Oklahoma,Texas A&M,63,3
967,2016,3,3,East,1,101,North Carolina,Indiana,86,5
968,2016,3,3,East,6,61,Notre Dame,Wisconsin,56,7
969,2016,3,4,Midwest,1,84,Virginia,Iowa St,71,4
970,2016,3,4,Midwest,10,63,Syracuse,Gonzaga,60,11
971,2016,4,1,South,1,59,Kansas,Villanova,64,2
972,2016,4,2,West,1,68,Oregon,Oklahoma,80,2
973,2016,4,3,East,1,88,North Carolina,Notre Dame,74,6
974,2016,4,4,Midwest,1,62,Virginia,Syracuse,68,10
975,2016,5,1,Final Four,2,51,Oklahoma,Villanova,95,2
976,2016,5,2,Final Four,1,83,North Carolina,Syracuse,66,10
977,2016,6,1,Championship,1,74,North Carolina,Villanova,77,2
978,2017,0,0,First Four,16,66,New Orleans,Mount St Marys,67,16
979,2017,0,0,First Four,11,71,Providence,USC,75,11
980,2017,0,0,First Four,16,67,UC Davis,North Carolina Central,63,16
981,2017,0,0,First Four,11,88,Wake Forest,Kansas St,95,11
982,2017,1,1,East,1,76,Villanova,Mount St Marys,56,16
983,2017,1,1,East,2,87,Duke,Troy,65,15
984,2017,1,1,East,3,91,Baylor,New Mexico St,73,14
985,2017,1,1,East,4,80,Florida,East Tennessee St,65,13
986,2017,1,1,East,5,76,Virginia,UNC Wilmington,71,12
987,2017,1,1,East,6,65,SMU,USC,66,11
988,2017,1,1,East,7,93,South Carolina,Marquette,73,10
989,2017,1,1,East,8,84,Wisconsin,Virginia Tech,74,9
990,2017,1,2,West,1,66,Gonzaga,South Dakota St,46,16
991,2017,1,2,West,2,100,Arizona,North Dakota,82,15
992,2017,1,2,West,3,86,Florida St,Florida Gulf Coast,80,14
993,2017,1,2,West,4,86,West Virginia,Bucknell,80,13
994,2017,1,2,West,5,60,Notre Dame,Princeton,58,12
995,2017,1,2,West,6,65,Maryland,Xavier,76,11
996,2017,1,2,West,7,85,St Marys,VCU,77,10
997,2017,1,2,West,8,68,Northwestern,Vanderbilt,66,9
998,2017,1,3,Midwest,1,100,Kansas,UC Davis,62,16
999,2017,1,3,Midwest,2,78,Louisville,Jacksonville St,63,15
1000,2017,1,3,Midwest,3,93,Oregon,Iona,77,14
1001,2017,1,3,Midwest,4,80,Purdue,Vermont,70,13
1002,2017,1,3,Midwest,5,84,Iowa St,Nevada,73,12
1003,2017,1,3,Midwest,6,72,Creighton,Rhode Island,84,11
1004,2017,1,3,Midwest,7,92,Michigan,Oklahoma St,91,10
1005,2017,1,3,Midwest,8,58,Miami,Michigan St,78,9
1006,2017,1,4,South,1,103,North Carolina,Texas Southern,64,16
1007,2017,1,4,South,2,79,Kentucky,Northern Kentucky,70,15
1008,2017,1,4,South,3,97,UCLA,Kent St,80,14
1009,2017,1,4,South,4,76,Butler,Winthrop,64,13
1010,2017,1,4,South,5,72,Minnesota,Middle Tennessee St,81,12
1011,2017,1,4,South,6,75,Cincinnati,Kansas St,61,11
1012,2017,1,4,South,7,58,Dayton,Wichita St,64,10
1013,2017,1,4,South,8,77,Arkansas,Seton Hall,71,9
1014,2017,2,1,East,1,62,Villanova,Wisconsin,65,8
1015,2017,2,1,East,2,81,Duke,South Carolina,88,7
1016,2017,2,1,East,3,82,Baylor,USC,78,11
1017,2017,2,1,East,4,65,Florida,Virginia,39,5
1018,2017,2,2,West,1,79,Gonzaga,Northwestern,73,8
1019,2017,2,2,West,2,69,Arizona,St Marys,60,7
1020,2017,2,2,West,3,66,Florida St,Xavier,91,11
1021,2017,2,2,West,4,83,West Virginia,Notre Dame,71,5
1022,2017,2,3,Midwest,1,90,Kansas,Michigan St,70,9
1023,2017,2,3,Midwest,2,69,Louisville,Michigan,73,7
1024,2017,2,3,Midwest,3,75,Oregon,Rhode Island,72,11
1025,2017,2,3,Midwest,4,80,Purdue,Iowa St,76,5
1026,2017,2,4,South,1,72,North Carolina,Arkansas,65,8
1027,2017,2,4,South,2,65,Kentucky,Wichita St,62,10
1028,2017,2,4,South,3,79,UCLA,Cincinnati,67,6
1029,2017,2,4,South,4,74,Butler,Middle Tennessee St,65,12
1030,2017,3,1,East,4,84,Florida,Wisconsin,83,8
1031,2017,3,1,East,3,50,Baylor,South Carolina,70,7
1032,2017,3,2,West,1,61,Gonzaga,West Virginia,58,4
1033,2017,3,2,West,2,71,Arizona,Xavier,73,11
1034,2017,3,3,Midwest,1,98,Kansas,Purdue,66,4
1035,2017,3,3,Midwest,3,69,Oregon,Michigan,68,7
1036,2017,3,4,South,1,92,North Carolina,Butler,80,4
1037,2017,3,4,South,2,86,Kentucky,UCLA,75,3
1038,2017,4,1,East,4,70,Florida,South Carolina,77,7
1039,2017,4,2,West,1,83,Gonzaga,Xavier,59,11
1040,2017,4,3,Midwest,1,60,Kansas,Oregon,74,3
1041,2017,4,4,South,1,75,North Carolina,Kentucky,73,2
1042,2017,5,1,Final Four,1,77,Gonzaga,South Carolina,73,7
1043,2017,5,2,Final Four,1,77,North Carolina,Oregon,76,3
1044,2017,6,1,Championship,1,71,North Carolina,Gonzaga,65,1
1045,2018,0,0,First Four,16,71,Radford,Long Island Brooklyn,61,16
1046,2018,0,0,First Four,11,58,UCLA,St Bonaventure,65,11
1047,2018,0,0,First Four,16,46,North Carolina Central,Texas Southern,64,16
1048,2018,0,0,First Four,11,56,Arizona St,Syracuse,60,11
1049,2018,1,1,South,1,54,Virginia,UMBC,74,16
1050,2018,1,1,South,2,68,Cincinnati,Georgia St,53,15
1051,2018,1,1,South,3,73,Tennessee,Wright St,47,14
1052,2018,1,1,South,4,68,Arizona,Buffalo,89,13
1053,2018,1,1,South,5,78,Kentucky,Davidson,73,12
1054,2018,1,1,South,6,62,Miami,Loyola Chicago,64,11
1055,2018,1,1,South,7,87,Nevada,Texas,83,10
1056,2018,1,1,South,8,59,Creighton,Kansas St,69,9
1057,2018,1,2,West,1,102,Xavier,Texas Southern,83,16
1058,2018,1,2,West,2,84,North Carolina,Lipscomb,66,15
1059,2018,1,2,West,3,61,Michigan,Montana,47,14
1060,2018,1,2,West,4,68,Gonzaga,UNC Greensboro,64,13
1061,2018,1,2,West,5,81,Ohio St,South Dakota St,73,12
1062,2018,1,2,West,6,67,Houston,San Diego St,65,11
1063,2018,1,2,West,7,73,Texas A&M,Providence,69,10
1064,2018,1,2,West,8,54,Missouri,Florida St,67,9
1065,2018,1,3,East,1,87,Villanova,Radford,61,16
1066,2018,1,3,East,2,74,Purdue,Cal St Fullerton,48,15
1067,2018,1,3,East,3,70,Texas Tech,Stephen F Austin,60,14
1068,2018,1,3,East,4,75,Wichita St,Marshall,81,13
1069,2018,1,3,East,5,85,West Virginia,Murray St,68,12
1070,2018,1,3,East,6,77,Florida,St Bonaventure,62,11
1071,2018,1,3,East,7,62,Arkansas,Butler,79,10
1072,2018,1,3,East,8,83,Virginia Tech,Alabama,86,9
1073,2018,1,4,Midwest,1,76,Kansas,Pennsylvania,60,16
1074,2018,1,4,Midwest,2,89,Duke,Iona,67,15
1075,2018,1,4,Midwest,3,82,Michigan St,Bucknell,78,14
1076,2018,1,4,Midwest,4,62,Auburn,College of Charleston,58,13
1077,2018,1,4,Midwest,5,79,Clemson,New Mexico St,68,12
1078,2018,1,4,Midwest,6,52,TCU,Syracuse,57,11
1079,2018,1,4,Midwest,7,83,Rhode Island,Oklahoma,78,10
1080,2018,1,4,Midwest,8,94,Seton Hall,NC State,83,9
1081,2018,2,1,South,9,50,Kansas St,UMBC,43,16
1082,2018,2,1,South,2,73,Cincinnati,Nevada,75,7
1083,2018,2,1,South,3,62,Tennessee,Loyola Chicago,63,11
1084,2018,2,1,South,5,95,Kentucky,Buffalo,75,13
1085,2018,2,2,West,1,70,Xavier,Florida St,75,9
1086,2018,2,2,West,2,65,North Carolina,Texas A&M,86,7
1087,2018,2,2,West,3,64,Michigan,Houston,63,6
1088,2018,2,2,West,4,90,Gonzaga,Ohio St,84,5
1089,2018,2,3,East,1,81,Villanova,Alabama,58,9
1090,2018,2,3,East,2,76,Purdue,Butler,73,10
1091,2018,2,3,East,3,69,Texas Tech,Florida,66,6
1092,2018,2,3,East,5,94,West Virginia,Marshall,71,13
1093,2018,2,4,Midwest,1,83,Kansas,Seton Hall,79,8
1094,2018,2,4,Midwest,2,87,Duke,Rhode Island,62,7
1095,2018,2,4,Midwest,3,53,Michigan St,Syracuse,55,11
1096,2018,2,4,Midwest,4,53,Auburn,Clemson,84,5
1097,2018,3,1,South,5,58,Kentucky,Kansas St,61,9
1098,2018,3,1,South,7,68,Nevada,Loyola Chicago,69,11
1099,2018,3,2,West,4,60,Gonzaga,Florida St,75,9
1100,2018,3,2,West,3,99,Michigan,Texas A&M,72,7
1101,2018,3,3,East,1,90,Villanova,West Virginia,78,5
1102,2018,3,3,East,2,65,Purdue,Texas Tech,78,3
1103,2018,3,4,Midwest,1,80,Kansas,Clemson,76,5
1104,2018,3,4,Midwest,2,69,Duke,Syracuse,65,11
1105,2018,4,1,South,9,62,Kansas St,Loyola Chicago,78,11
1106,2018,4,2,West,3,58,Michigan,Florida St,54,9
1107,2018,4,3,East,1,71,Villanova,Texas Tech,59,3
1108,2018,4,4,Midwest,1,85,Kansas,Duke,81,2
1109,2018,5,1,Final Four,3,69,Michigan,Loyola Chicago,57,11
1110,2018,5,2,Final Four,1,79,Kansas,Villanova,95,1
1111,2018,6,1,Championship,1,79,Villanova,Michigan,62,3
